product,price,rating,rating_count,url
"Samsung Galaxy M21 2021 Edition (Charcoal black , 6GB RAM, 128GB Storage) | FHD+ sAMOLED | 6 Months Free Screen Replacement for Prime","14,999",4.2,"177,965",https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A02419913BQ4PI65AYZKF&url=%2FSamsung-Charcoal-Storage-sAMOLED-Replacement%2Fdp%2FB098NH6Z4P%2Fref%3Dsr_1_11_sspa%3Fdchild%3D1%26keywords%3Dmobile%26qid%3D1632861756%26sr%3D8-11-spons%26psc%3D1&qualifier=1632861756&id=2230370545679293&widgetName=sp_mtf
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate","11,499",4.1,"47,547",https://www.amazon.in//Samsung-Galaxy-M12-Storage-Processor/dp/B08XGDN3TZ/ref=sr_1_12?dchild=1&keywords=mobile&qid=1632861756&qsid=259-6435827-9319727&sr=8-12&sres=B08696XB4B%2CB08697N43N%2CB089MS7D8F%2CB08697N43G%2CB08444SXZ6%2CB096RWS54N%2CB086985T6R%2CB086978F2L%2CB08XGDN3TZ%2CB08XJG8MQM%2CB096RT57F9%2CB07HG8S7KP%2CB08444S68L%2CB097RDVDL2%2CB09BBH1BDT%2CB098NGDNMT&srpt=CELLULAR_PHONE
"Samsung Galaxy M12 (Blue,6GB RAM, 128GB Storage) 6 Months Free Screen Replacement for Prime","13,499",4.1,"47,547",https://www.amazon.in//Samsung-Galaxy-M12-Storage-Replacement/dp/B08XJG8MQM/ref=sr_1_13?dchild=1&keywords=mobile&qid=1632861756&qsid=259-6435827-9319727&sr=8-13&sres=B08696XB4B%2CB08697N43N%2CB089MS7D8F%2CB08697N43G%2CB08444SXZ6%2CB096RWS54N%2CB086985T6R%2CB086978F2L%2CB08XGDN3TZ%2CB08XJG8MQM%2CB096RT57F9%2CB07HG8S7KP%2CB08444S68L%2CB097RDVDL2%2CB09BBH1BDT%2CB098NGDNMT&srpt=CELLULAR_PHONE
"realme C11 (2021) (Cool Grey, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","7,299",4.1,"5,851",https://www.amazon.in//realme-Storage-Additional-Exchange-Offers/dp/B096RT57F9/ref=sr_1_14?dchild=1&keywords=mobile&qid=1632861756&qsid=259-6435827-9319727&sr=8-14&sres=B08696XB4B%2CB08697N43N%2CB089MS7D8F%2CB08697N43G%2CB08444SXZ6%2CB096RWS54N%2CB086985T6R%2CB086978F2L%2CB08XGDN3TZ%2CB08XJG8MQM%2CB096RT57F9%2CB07HG8S7KP%2CB08444S68L%2CB097RDVDL2%2CB09BBH1BDT%2CB098NGDNMT&srpt=CELLULAR_PHONE
"Samsung Galaxy M31 (Ocean Blue, 8GB RAM, 128GB Storage) 6 Months Free Screen Replacement for Prime","16,999",4.2,"253,919",https://www.amazon.in//Samsung-Galaxy-Ocean-128GB-Storage/dp/B07HG8S7KP/ref=sr_1_15?dchild=1&keywords=mobile&qid=1632861756&qsid=259-6435827-9319727&sr=8-15&sres=B08696XB4B%2CB08697N43N%2CB089MS7D8F%2CB08697N43G%2CB08444SXZ6%2CB096RWS54N%2CB086985T6R%2CB086978F2L%2CB08XGDN3TZ%2CB08XJG8MQM%2CB096RT57F9%2CB07HG8S7KP%2CB08444S68L%2CB097RDVDL2%2CB09BBH1BDT%2CB098NGDNMT&srpt=CELLULAR_PHONE
"OPPO A31 (Mystery Black, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","12,990",4.2,"31,459",https://www.amazon.in//Oppo-Mystery-Storage-Additional-Exchange/dp/B08444S68L/ref=sr_1_16?dchild=1&keywords=mobile&qid=1632861756&qsid=259-6435827-9319727&sr=8-16&sres=B08696XB4B%2CB08697N43N%2CB089MS7D8F%2CB08697N43G%2CB08444SXZ6%2CB096RWS54N%2CB086985T6R%2CB086978F2L%2CB08XGDN3TZ%2CB08XJG8MQM%2CB096RT57F9%2CB07HG8S7KP%2CB08444S68L%2CB097RDVDL2%2CB09BBH1BDT%2CB098NGDNMT&srpt=CELLULAR_PHONE
"OnePlus Nord 2 5G (Gray Sierra, 8GB RAM, 128GB Storage)","29,999",4.3,"28,462",https://www.amazon.in//OnePlus-Nord-Sierra-128GB-Storage/dp/B097RDVDL2/ref=sr_1_17?dchild=1&keywords=mobile&qid=1632861756&qsid=259-6435827-9319727&sr=8-17&sres=B08696XB4B%2CB08697N43N%2CB089MS7D8F%2CB08697N43G%2CB08444SXZ6%2CB096RWS54N%2CB086985T6R%2CB086978F2L%2CB08XGDN3TZ%2CB08XJG8MQM%2CB096RT57F9%2CB07HG8S7KP%2CB08444S68L%2CB097RDVDL2%2CB09BBH1BDT%2CB098NGDNMT&srpt=CELLULAR_PHONE
"realme C11 (2021) (Cool Blue, 4GB RAM+64GB Storage) with No Cost EMI/Additional Exchange Offers","8,799",3.4,87,https://www.amazon.in//realme-Storage-Additional-Exchange-Offers/dp/B09BBH1BDT/ref=sr_1_18?dchild=1&keywords=mobile&qid=1632861756&qsid=259-6435827-9319727&sr=8-18&sres=B08696XB4B%2CB08697N43N%2CB089MS7D8F%2CB08697N43G%2CB08444SXZ6%2CB096RWS54N%2CB086985T6R%2CB086978F2L%2CB08XGDN3TZ%2CB08XJG8MQM%2CB096RT57F9%2CB07HG8S7KP%2CB08444S68L%2CB097RDVDL2%2CB09BBH1BDT%2CB098NGDNMT&srpt=CELLULAR_PHONE
"Samsung Galaxy M21 2021 Edition (Arctic Blue, 4GB RAM, 64GB Storage) | FHD+ sAMOLED | 6 Months Free Screen Replacement for Prime","12,999",4.2,"177,965",https://www.amazon.in//Samsung-Galaxy-Storage-sAMOLED-Replacement/dp/B098NGDNMT/ref=sr_1_19?dchild=1&keywords=mobile&qid=1632861756&qsid=259-6435827-9319727&sr=8-19&sres=B08696XB4B%2CB08697N43N%2CB089MS7D8F%2CB08697N43G%2CB08444SXZ6%2CB096RWS54N%2CB086985T6R%2CB086978F2L%2CB08XGDN3TZ%2CB08XJG8MQM%2CB096RT57F9%2CB07HG8S7KP%2CB08444S68L%2CB097RDVDL2%2CB09BBH1BDT%2CB098NGDNMT&srpt=CELLULAR_PHONE
"Nokia G20 Smartphone, Dual SIM 4G, 4GB RAM/64GB Storage, 48MP Quad Camera with 6.5” (16.51 cm) Screen | Silver","12,990",3.7,"1,135",https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A04567241PMA0NX870QRI&url=%2FNokia-G20-Smartphone-4G-Storage%2Fdp%2FB09878S5FX%2Fref%3Dsr_1_20_sspa%3Fdchild%3D1%26keywords%3Dmobile%26qid%3D1632861756%26sr%3D8-20-spons%26psc%3D1&qualifier=1632861756&id=2230370545679293&widgetName=sp_btf
"Samsung Galaxy S20 FE 5G (Cloud Navy, 8GB RAM, 128GB Storage)","50,999",4.4,"1,833",https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A0785159N2IUFUTGAPSE&url=%2FSamsung-Galaxy-Cloud-128GB-Storage%2Fdp%2FB08VB57558%2Fref%3Dsr_1_21_sspa%3Fdchild%3D1%26keywords%3Dmobile%26qid%3D1632861756%26sr%3D8-21-spons%26psc%3D1&qualifier=1632861756&id=2230370545679293&widgetName=sp_btf
"Samsung Galaxy M12 (White,6GB RAM, 128GB Storage) 6 Months Free Screen Replacement for Prime","13,499",4.1,"47,547",https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A07522123JB3G3KX7610C&url=%2FSamsung-Galaxy-M12-Storage-Replacement%2Fdp%2FB08XGMNKYW%2Fref%3Dsr_1_22_sspa%3Fdchild%3D1%26keywords%3Dmobile%26qid%3D1632861756%26sr%3D8-22-spons%26psc%3D1&qualifier=1632861756&id=2230370545679293&widgetName=sp_btf
"Apple iPhone 11 (64GB) - Black (includes EarPods, power adapter)","49,900",4.6,"35,253",https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A09428753TWVX6M2BR6YH&url=%2FApple-iPhone-11-64GB-Black%2Fdp%2FB07XVMDRZY%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3Dmobile%26qid%3D1632861767%26sr%3D8-1-spons%26psc%3D1&qualifier=1632861767&id=6310230556697483&widgetName=sp_atf
New Apple iPhone 12 Mini (64GB) - Black,"56,999",4.5,"4,973",https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A03484323OU8AU1KV1AFV&url=%2FNew-Apple-iPhone-Mini-64GB%2Fdp%2FB08L5VDDQ5%2Fref%3Dsr_1_2_sspa%3Fdchild%3D1%26keywords%3Dmobile%26qid%3D1632861767%26sr%3D8-2-spons%26psc%3D1&qualifier=1632861767&id=6310230556697483&widgetName=sp_atf
"Redmi 9A (Nature Green, 2GB RAM, 32GB Storage) | 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery","6,999",4.2,"82,976",https://www.amazon.in//Redmi-9A-2GB-32GB-Storage/dp/B08696XB4B/ref=ice_ac_b_dpb?dchild=1&keywords=mobile&qid=1632861767&qsid=257-9211726-8901927&sr=8-3&sres=B08696XB4B%2CB08697N43N%2CB089MS7D8F%2CB08697N43G%2CB08444SXZ6%2CB096RWS54N%2CB086985T6R%2CB086978F2L%2CB08XGDN3TZ%2CB08XJG8MQM%2CB096RT57F9%2CB09BBH1BDT%2CB096LS7N6Z%2CB08697WT79%2CB08696W3B3%2CB089MTR9JW&srpt=CELLULAR_PHONE
"Redmi 9 (Sky Blue, 4GB RAM, 64GB Storage) | 2.3GHz Mediatek Helio G35 Octa core Processor","9,499",4.2,"96,382",https://www.amazon.in//Redmi-Sky-Blue-64GB-Storage/dp/B08697N43N/ref=sr_1_4?dchild=1&keywords=mobile&qid=1632861767&qsid=257-9211726-8901927&sr=8-4&sres=B08696XB4B%2CB08697N43N%2CB089MS7D8F%2CB08697N43G%2CB08444SXZ6%2CB096RWS54N%2CB086985T6R%2CB086978F2L%2CB08XGDN3TZ%2CB08XJG8MQM%2CB096RT57F9%2CB09BBH1BDT%2CB096LS7N6Z%2CB08697WT79%2CB08696W3B3%2CB089MTR9JW&srpt=CELLULAR_PHONE
Redmi 9 Power (Mighty Black 4GB RAM 64GB Storage) - 6000mAh Battery |FHD+ Screen | 48MP Quad Camera | Alexa Hands-Free Capable,"11,499",4.2,"79,876",https://www.amazon.in//Test-Exclusive_2020_1112-Multi-3GB-Storage/dp/B089MS7D8F/ref=sr_1_5?dchild=1&keywords=mobile&qid=1632861767&qsid=257-9211726-8901927&sr=8-5&sres=B08696XB4B%2CB08697N43N%2CB089MS7D8F%2CB08697N43G%2CB08444SXZ6%2CB096RWS54N%2CB086985T6R%2CB086978F2L%2CB08XGDN3TZ%2CB08XJG8MQM%2CB096RT57F9%2CB09BBH1BDT%2CB096LS7N6Z%2CB08697WT79%2CB08696W3B3%2CB089MTR9JW&srpt=CELLULAR_PHONE
"Redmi 9A (Midnight Black, 2GB RAM, 32GB Storage) | 2GHz Octa-Core Helio G25 Processor","6,999",4.3,"19,798",https://www.amazon.in//Redmi-9A-Midnight-2GB-32GB/dp/B08697N43G/ref=sr_1_6?dchild=1&keywords=mobile&qid=1632861767&qsid=257-9211726-8901927&sr=8-6&sres=B08696XB4B%2CB08697N43N%2CB089MS7D8F%2CB08697N43G%2CB08444SXZ6%2CB096RWS54N%2CB086985T6R%2CB086978F2L%2CB08XGDN3TZ%2CB08XJG8MQM%2CB096RT57F9%2CB09BBH1BDT%2CB096LS7N6Z%2CB08697WT79%2CB08696W3B3%2CB089MTR9JW&srpt=CELLULAR_PHONE
"OPPO A31 (Fantasy White, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers","12,990",4.2,"31,459",https://www.amazon.in//Oppo-Fantasy-Storage-Additional-Exchange/dp/B08444SXZ6/ref=sr_1_7?dchild=1&keywords=mobile&qid=1632861767&qsid=257-9211726-8901927&sr=8-7&sres=B08696XB4B%2CB08697N43N%2CB089MS7D8F%2CB08697N43G%2CB08444SXZ6%2CB096RWS54N%2CB086985T6R%2CB086978F2L%2CB08XGDN3TZ%2CB08XJG8MQM%2CB096RT57F9%2CB09BBH1BDT%2CB096LS7N6Z%2CB08697WT79%2CB08696W3B3%2CB089MTR9JW&srpt=CELLULAR_PHONE
"realme C11 (2021) (Cool Blue, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","7,299",4.1,"5,851",https://www.amazon.in//realme-Storage-Additional-Exchange-Offers/dp/B096RWS54N/ref=sr_1_8?dchild=1&keywords=mobile&qid=1632861767&qsid=257-9211726-8901927&sr=8-8&sres=B08696XB4B%2CB08697N43N%2CB089MS7D8F%2CB08697N43G%2CB08444SXZ6%2CB096RWS54N%2CB086985T6R%2CB086978F2L%2CB08XGDN3TZ%2CB08XJG8MQM%2CB096RT57F9%2CB09BBH1BDT%2CB096LS7N6Z%2CB08697WT79%2CB08696W3B3%2CB089MTR9JW&srpt=CELLULAR_PHONE
"Redmi 9 (Carbon Black, 4GB RAM, 64GB Storage) | 2.3GHz Mediatek Helio G35 Octa core Processor","9,499",4.2,"96,382",https://www.amazon.in//Redmi-Carbon-Black-64GB-Storage/dp/B086985T6R/ref=sr_1_9?dchild=1&keywords=mobile&qid=1632861767&qsid=257-9211726-8901927&sr=8-9&sres=B08696XB4B%2CB08697N43N%2CB089MS7D8F%2CB08697N43G%2CB08444SXZ6%2CB096RWS54N%2CB086985T6R%2CB086978F2L%2CB08XGDN3TZ%2CB08XJG8MQM%2CB096RT57F9%2CB09BBH1BDT%2CB096LS7N6Z%2CB08697WT79%2CB08696W3B3%2CB089MTR9JW&srpt=CELLULAR_PHONE
Redmi 9A (Sea Blue 2GB RAM 32GB Storage) | 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery,"6,999",4.2,"82,976",https://www.amazon.in//Redmi-9A-2GB-32GB-Storage/dp/B086978F2L/ref=sr_1_10?dchild=1&keywords=mobile&qid=1632861767&qsid=257-9211726-8901927&sr=8-10&sres=B08696XB4B%2CB08697N43N%2CB089MS7D8F%2CB08697N43G%2CB08444SXZ6%2CB096RWS54N%2CB086985T6R%2CB086978F2L%2CB08XGDN3TZ%2CB08XJG8MQM%2CB096RT57F9%2CB09BBH1BDT%2CB096LS7N6Z%2CB08697WT79%2CB08696W3B3%2CB089MTR9JW&srpt=CELLULAR_PHONE
"Samsung Galaxy M21 2021 Edition (Charcoal black , 6GB RAM, 128GB Storage) | FHD+ sAMOLED | 6 Months Free Screen Replacement for Prime","14,999",4.2,"177,965",https://www.amazon.in//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A02419913BQ4PI65AYZKF&url=%2FSamsung-Charcoal-Storage-sAMOLED-Replacement%2Fdp%2FB098NH6Z4P%2Fref%3Dsr_1_11_sspa%3Fdchild%3D1%26keywords%3Dmobile%26qid%3D1632861767%26sr%3D8-11-spons%26psc%3D1&qualifier=1632861767&id=6310230556697483&widgetName=sp_mtf
"Samsung Galaxy M12 (Blue,4GB RAM, 64GB Storage) 6000 mAh with 8nm Processor | True 48 MP Quad Camera | 90Hz Refresh Rate","11,499",4.1,"47,547",https://www.amazon.in//Samsung-Galaxy-M12-Storage-Processor/dp/B08XGDN3TZ/ref=sr_1_12?dchild=1&keywords=mobile&qid=1632861767&qsid=257-9211726-8901927&sr=8-12&sres=B08696XB4B%2CB08697N43N%2CB089MS7D8F%2CB08697N43G%2CB08444SXZ6%2CB096RWS54N%2CB086985T6R%2CB086978F2L%2CB08XGDN3TZ%2CB08XJG8MQM%2CB096RT57F9%2CB09BBH1BDT%2CB096LS7N6Z%2CB08697WT79%2CB08696W3B3%2CB089MTR9JW&srpt=CELLULAR_PHONE
"Samsung Galaxy M12 (Blue,6GB RAM, 128GB Storage) 6 Months Free Screen Replacement for Prime","13,499",4.1,"47,547",https://www.amazon.in//Samsung-Galaxy-M12-Storage-Replacement/dp/B08XJG8MQM/ref=sr_1_13?dchild=1&keywords=mobile&qid=1632861767&qsid=257-9211726-8901927&sr=8-13&sres=B08696XB4B%2CB08697N43N%2CB089MS7D8F%2CB08697N43G%2CB08444SXZ6%2CB096RWS54N%2CB086985T6R%2CB086978F2L%2CB08XGDN3TZ%2CB08XJG8MQM%2CB096RT57F9%2CB09BBH1BDT%2CB096LS7N6Z%2CB08697WT79%2CB08696W3B3%2CB089MTR9JW&srpt=CELLULAR_PHONE
"realme C11 (2021) (Cool Grey, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers","7,299",4.1,"5,851",https://www.amazon.in//realme-Storage-Additional-Exchange-Offers/dp/B096RT57F9/ref=sr_1_14?dchild=1&keywords=mobile&qid=1632861767&qsid=257-9211726-8901927&sr=8-14&sres=B08696XB4B%2CB08697N43N%2CB089MS7D8F%2CB08697N43G%2CB08444SXZ6%2CB096RWS54N%2CB086985T6R%2CB086978F2L%2CB08XGDN3TZ%2CB08XJG8MQM%2CB096RT57F9%2CB09BBH1BDT%2CB096LS7N6Z%2CB08697WT79%2CB08696W3B3%2CB089MTR9JW&srpt=CELLULAR_PHONE
"realme C11 (2021) (Cool Blue, 4GB RAM+64GB Storage) with No Cost EMI/Additional Exchange Offers","8,799",3.4,87,https://www.amazon.in//realme-Storage-Additional-Exchange-Offers/dp/B09BBH1BDT/ref=sr_1_15?dchild=1&keywords=mobile&qid=1632861767&qsid=257-9211726-8901927&sr=8-15&sres=B08696XB4B%2CB08697N43N%2CB089MS7D8F%2CB08697N43G%2CB08444SXZ6%2CB096RWS54N%2CB086985T6R%2CB086978F2L%2CB08XGDN3TZ%2CB08XJG8MQM%2CB096RT57F9%2CB09BBH1BDT%2CB096LS7N6Z%2CB08697WT79%2CB08696W3B3%2CB089MTR9JW&srpt=CELLULAR_PHONE
"Tecno Spark 7T(Jewel Blue, 4GB RAM, 64GB Storage) 6000 mAh Battery| 48 MP AI Dual Rear Camera","9,499",4.0,"6,200",https://www.amazon.in//Tecno-Spark-Storage-Battery-Camera/dp/B096LS7N6Z/ref=sr_1_16?dchild=1&keywords=mobile&qid=1632861767&qsid=257-9211726-8901927&sr=8-16&sres=B08696XB4B%2CB08697N43N%2CB089MS7D8F%2CB08697N43G%2CB08444SXZ6%2CB096RWS54N%2CB086985T6R%2CB086978F2L%2CB08XGDN3TZ%2CB08XJG8MQM%2CB096RT57F9%2CB09BBH1BDT%2CB096LS7N6Z%2CB08697WT79%2CB08696W3B3%2CB089MTR9JW&srpt=CELLULAR_PHONE
"Redmi 9 Prime (Sunrise Flare, 4GB RAM, 64GB Storage)- Full HD+ Display & AI Quad Camera","10,499",4.3,"69,819",https://www.amazon.in//Redmi-Prime-Sunrise-Storage-Display/dp/B08697WT79/ref=sr_1_17?dchild=1&keywords=mobile&qid=1632861767&qsid=257-9211726-8901927&sr=8-17&sres=B08696XB4B%2CB08697N43N%2CB089MS7D8F%2CB08697N43G%2CB08444SXZ6%2CB096RWS54N%2CB086985T6R%2CB086978F2L%2CB08XGDN3TZ%2CB08XJG8MQM%2CB096RT57F9%2CB09BBH1BDT%2CB096LS7N6Z%2CB08697WT79%2CB08696W3B3%2CB089MTR9JW&srpt=CELLULAR_PHONE
"Redmi 9 (Sporty Orange, 4GB RAM, 64GB Storage) | 2.3GHz Mediatek Helio G35 Octa core Processor","9,499",4.2,"96,382",https://www.amazon.in//Redmi-Sporty-Orange-64GB-Storage/dp/B08696W3B3/ref=sr_1_18?dchild=1&keywords=mobile&qid=1632861767&qsid=257-9211726-8901927&sr=8-18&sres=B08696XB4B%2CB08697N43N%2CB089MS7D8F%2CB08697N43G%2CB08444SXZ6%2CB096RWS54N%2CB086985T6R%2CB086978F2L%2CB08XGDN3TZ%2CB08XJG8MQM%2CB096RT57F9%2CB09BBH1BDT%2CB096LS7N6Z%2CB08697WT79%2CB08696W3B3%2CB089MTR9JW&srpt=CELLULAR_PHONE
"Redmi 9 Power (Mighty Black, 6GB RAM, 128GB Storage) - 6000mAh Battery |FHD+ Screen| 48MP Quad Camera | Snapdragon 662 Processor | Alexa Hands-Free Capable","13,499",4.2,"79,876",https://www.amazon.in//Test-Exclusive_2020_1138-Multi-3GB-Storage/dp/B089MTR9JW/ref=sr_1_19?dchild=1&keywords=mobile&qid=1632861767&qsid=257-9211726-8901927&sr=8-19&sres=B08696XB4B%2CB08697N43N%2CB089MS7D8F%2CB08697N43G%2CB08444SXZ6%2CB096RWS54N%2CB086985T6R%2CB086978F2L%2CB08XGDN3TZ%2CB08XJG8MQM%2CB096RT57F9%2CB09BBH1BDT%2CB096LS7N6Z%2CB08697WT79%2CB08696W3B3%2CB089MTR9JW&srpt=CELLULAR_PHONE
